Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Latitude,Longitude
110505720,431436,431611,2,6,03-Nov-11,2305,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,30,Car,53.77966207,-1.522891803
110506078,429745,430554,2,1,03-Nov-11,2200,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,28,Car,53.77026031,-1.548657367
110506384,440437,448146,1,1,04-Nov-11,1055,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,65,Car,53.92766411,-1.384111908
110506804,431189,440804,2,1,04-Nov-11,1400,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,40,Car,53.86230978,-1.525708162
110507117,430799,433270,2,1,04-Nov-11,1650,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,24,Car,53.79461245,-1.532393481
110507286,431968,435824,2,3,04-Nov-11,1920,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Female,39,Car,53.81749902,-1.514380574
110507679,429629,434633,1,1,28-Oct-11,2345,3,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,24,Car,53.80693203,-1.550025272
110508197,429957,433184,2,1,04-Nov-11,1930,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,24,Car,53.79388858,-1.545185079
110508600,428584,431547,2,1,05-Nov-11,1218,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,34,Car,53.7792512,-1.566181471
110508648,430643,438183,2,1,05-Nov-11,1606,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,40,Car,53.83878308,-1.534272497
110510184,425488,432856,2,3,06-Nov-11,1735,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Female,57,Car,53.79117836,-1.613059875
110510576,426301,438099,2,1,05-Nov-11,1350,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,23,Car,53.83826602,-1.600269641
110510799,426057,436615,2,1,06-Nov-11,1125,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,35,Bicycle,53.82493902,-1.604103735
110510844,421444,432754,1,1,05-Nov-11,1250,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,11,Car,53.79044386,-1.674458822
110510863,425351,437905,4,4,06-Nov-11,1325,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,33,Car,53.83656943,-1.614723661
110511225,429950,433090,2,1,07-Nov-11,1250,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,36,Bicycle,53.79304404,-1.545300489
110511255,430375,433422,1,1,07-Nov-11,1159,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,73,Bus or Coach,53.79600366,-1.538815651
110511700,429921,434316,1,1,07-Nov-11,1615,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,19,Car,53.80406589,-1.54562164
110512004,420000,434140,2,1,07-Nov-11,1645,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Female,23,Car,53.80295997,-1.696289824
110512469,430793,425573,1,1,07-Nov-11,1750,6,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,85,Bus or Coach,53.72542623,-1.533252374
110513048,420537,440209,2,1,08-Nov-11,650,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,41,Motorcycle,53.85749226,-1.687729856
110514341,429121,434750,1,1,09-Nov-11,1200,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,71,Bus or Coach,53.80801241,-1.557728928
110514597,428572,427804,2,2,09-Nov-11,902,4,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,29,Car,53.74560675,-1.566710085
110514856,438017,425850,2,3,08-Nov-11,1740,4,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,43,Car,53.7274396,-1.423725425
110514941,431847,434168,2,1,08-Nov-11,1710,6,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,24,Car,53.8026212,-1.516389951
110515166,432493,434068,1,1,09-Nov-11,1925,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,9,Car,53.80168238,-1.506591119
110515976,425857,429113,1,1,09-Nov-11,1941,1,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,29,Car,53.75751494,-1.607771928
110516075,422025,434357,4,2,09-Nov-11,1420,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,67,Car,53.80482874,-1.665524196
110516249,437220,435415,1,1,10-Nov-11,825,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,13,Car,53.81347321,-1.43465196
110516496,426836,438011,2,1,10-Nov-11,1335,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,37,Car,53.83744765,-1.592146464
110516739,430896,433157,2,1,10-Nov-11,1445,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,17,Bicycle,53.79359097,-1.530932164
110516815,430738,439280,1,1,10-Nov-11,1555,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,6,Car,53.84863802,-1.532718906
110516832,431417,434082,2,1,10-Nov-11,1650,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,32,Bicycle,53.80187432,-1.522928205
110516955,433859,427572,2,1,10-Nov-11,1720,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,24,Car,53.74320473,-1.486562246
110517723,428501,430742,1,1,11-Nov-11,255,6,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,6,Car,53.77201977,-1.567515514
110517863,430755,433169,2,1,04-Nov-11,1630,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,41,Bicycle,53.79370719,-1.533071571
110517884,427452,436236,2,1,11-Nov-11,850,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,39,Motorcycle,53.82146047,-1.58294328
110517909,432758,426023,2,1,11-Nov-11,718,1,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,24,Car,53.72935148,-1.503421247
110518451,433590,435615,2,3,10-Nov-11,930,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,19,Car,53.81551812,-1.48976497
110518538,433594,433419,1,1,11-Nov-11,1510,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,11,Car,53.7957788,-1.489943855
110518652,431815,429363,1,1,11-Nov-11,1813,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,10,Car,53.75943237,-1.517371715
110518738,429215,433493,2,1,11-Nov-11,1720,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,45,Bus or Coach,53.79670829,-1.556420632
110518842,421892,436563,2,1,11-Nov-11,1740,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,24,Bicycle,53.82466373,-1.667386956
110519104,431751,434602,2,1,11-Nov-11,2234,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,23,Car,53.80652816,-1.517802934
110519607,444456,432811,1,1,11-Nov-11,1945,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,22,Car,53.78949913,-1.325125406
110519647,430211,433391,2,1,12-Nov-11,1145,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65,Bus or Coach,53.79573456,-1.541308619
110519666,429107,433560,3,2,12-Nov-11,1035,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,Car,53.79731659,-1.55805404
110520426,428097,434514,2,2,12-Nov-11,2220,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,32,Car,53.8059474,-1.573301841
110520920,424275,428344,2,1,13-Nov-11,945,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,53,Motorcycle,53.75067859,-1.631829373
110521199,431071,435595,2,1,05-Nov-11,2345,6,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,37,Goods Vehicle,53.815495,-1.528029332
110521284,426335,428160,2,1,13-Nov-11,305,4,Wet / Damp,Darkness: street lights present and lit,Fog or mist ,Driver or rider,Slight,Male,22,Car,53.74892461,-1.600602547
110522446,429336,433483,1,1,14-Nov-11,1048,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,63,Bus or Coach,53.7966116,-1.554584469
110522639,421829,434353,1,1,14-Nov-11,1300,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,76,Car,53.80480105,-1.668500917
110522785,431734,434575,1,1,14-Nov-11,1350,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,72,Bus or Coach,53.8062865,-1.518063884
110522908,428494,435460,2,1,14-Nov-11,1355,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,24,Car,53.81442914,-1.567185359
110523712,432194,444975,2,1,14-Nov-11,1935,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,19,Car,53.89973969,-1.50998752
110524092,430633,432994,2,1,15-Nov-11,1256,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,50,Bus or Coach,53.79214136,-1.534941132
110524526,431473,432438,2,1,15-Nov-11,1350,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,24,Goods Vehicle,53.78709351,-1.522245834
110524571,431031,437848,2,1,14-Nov-11,730,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,37,Car,53.83574885,-1.528409533
110524919,425733,431487,2,3,15-Nov-11,1833,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,20,Car,53.7788606,-1.609454853
110526698,427591,428004,1,1,16-Nov-11,1700,6,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,72,Bus or Coach,53.74745737,-1.581568491
110526773,427473,435840,1,1,15-Nov-11,2030,4,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,27,Taxi,53.81789982,-1.582659623
110526854,427456,436298,2,2,16-Nov-11,315,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,34,Motorcycle,53.82201756,-1.582876978
110527061,435230,434813,2,2,16-Nov-11,2245,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,36,Car,53.80820072,-1.464946212
110527442,424235,428223,2,1,17-Nov-11,830,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,35,Car,53.7495928,-1.632445519
110528538,430089,431277,2,1,17-Nov-11,945,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,33,Bicycle,53.77673942,-1.543367255
110529189,425364,427854,2,1,18-Nov-11,744,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,18,Motorcycle,53.74622217,-1.615353516
110529296,430324,433285,1,1,18-Nov-11,840,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,44,Bus or Coach,53.79477518,-1.539603445
110529387,434854,429070,1,1,18-Nov-11,700,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,57,Car,53.75660422,-1.471305733
110529751,420163,445595,1,1,18-Nov-11,1030,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,81,Motorcycle,53.90592037,-1.693062131
110529822,428424,435592,1,2,18-Nov-11,1330,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,42,Car,53.81561949,-1.568236409
110530314,441345,431949,2,3,18-Nov-11,1342,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Fatal,Male,70,Motorcycle,53.78200751,-1.372465056
110530438,431554,433621,2,1,18-Nov-11,1615,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,Car,53.79772224,-1.520895156
110530732,430063,433770,1,1,18-Nov-11,2125,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,26,Car,53.79914986,-1.54351862
110530743,429228,430948,2,1,19-Nov-11,140,6,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,24,Car,53.77383116,-1.556464592
110531156,430415,433705,1,2,19-Nov-11,750,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,49,Taxi,53.79854513,-1.538180405
110531243,429507,425622,2,3,19-Nov-11,1145,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,71,Bus or Coach,53.72594102,-1.552739691
110531441,436468,429154,2,1,19-Nov-11,1030,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,53,Motorcycle,53.7572488,-1.446814554
110531766,430669,433450,2,1,19-Nov-11,1845,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,19,Motorcycle,53.7962381,-1.534349216
110531920,426949,433432,1,1,19-Nov-11,1720,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,17,Motorcycle,53.79628229,-1.590830262
110531923,429699,425675,1,1,19-Nov-11,1450,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,75,Bus or Coach,53.72640653,-1.549824409
110532112,424929,427637,2,2,20-Nov-11,34,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,36,Car,53.74429257,-1.621967665
110532548,423302,434732,2,2,18-Nov-11,2025,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,23,Car,53.80814391,-1.646103442
110532894,431270,429487,1,1,20-Nov-11,1640,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Bus or Coach,53.76057997,-1.5256264
110533575,427530,438605,2,1,21-Nov-11,814,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,34,Car,53.84275063,-1.581546126
110533701,422235,433538,1,1,21-Nov-11,835,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car,53.79745794,-1.662394296
110533751,428085,435385,2,1,21-Nov-11,825,6,Wet / Damp,Daylight: street lights present,Fog or mist ,Driver or rider,Slight,Male,46,Motorcycle,53.81377724,-1.573404592
110534594,431520,435143,2,1,21-Nov-11,1335,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,Car,53.81140509,-1.521255553
110534622,438557,429958,2,1,21-Nov-11,1535,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Goods Vehicle,53.76432523,-1.41502772
110534718,421588,433554,2,1,21-Nov-11,1840,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,15,Bicycle,53.79762901,-1.672216736
110534726,429938,432645,1,1,16-Nov-11,1745,6,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,28,Car,53.78904474,-1.545525905
110535154,426899,439313,2,1,22-Nov-11,700,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,48,Car,53.8491477,-1.59107499
110535580,442167,445086,1,1,22-Nov-11,1040,6,Wet / Damp,Daylight: street lights present,Other,Pedestrian,Slight,Male,16,Car,53.900022,-1.358186293
110536034,430744,438914,1,1,22-Nov-11,1440,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7,Bus or Coach,53.84534782,-1.53266434
110536781,433173,435235,2,1,22-Nov-11,1350,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Car,53.81212922,-1.496139934
110536894,432311,425990,2,1,23-Nov-11,754,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,39,Car,53.72908273,-1.510200497
110538007,429964,428088,2,1,22-Nov-11,1900,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,34,Bicycle,53.7480814,-1.545573791
110538101,429916,439610,1,1,23-Nov-11,1740,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,18,Goods Vehicle,53.85165228,-1.545182409
110538258,424473,428078,2,2,23-Nov-11,2145,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,20,Car,53.74827828,-1.628847518
