Col.Number,Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Latitude,Longitude
11207,120553018,425651,433234,2,2,21/12/2012,1112,6,1,1,1,2,3,2,61,8,53.794568123,-1.61055391827
11208,120553018,425651,433234,2,2,21/12/2012,1112,6,1,1,1,2,3,1,24,8,53.794568123,-1.61055391827
11209,120553134,433109,425916,2,1,21/12/2012,730,1,2,4,2,1,3,1,25,9,53.728367516,-1.49811211414
11210,120553376,421157,444944,2,2,21/12/2012,1407,3,2,1,1,1,3,2,73,9,53.9000290882,-1.67797590251
11211,120553376,421157,444944,2,2,21/12/2012,1407,3,2,1,1,2,3,1,80,17,53.9000290882,-1.67797590251
11212,120553384,430100,431544,1,1,21/12/2012,1345,3,2,1,1,3,3,2,43,9,53.7791387854,-1.543174261
11213,120553485,433448,434803,2,1,21/12/2012,1555,6,2,1,1,1,3,1,12,1,53.8082285049,-1.49201012811
11214,120553801,425709,435403,2,1,21/12/2012,2120,6,1,4,1,1,3,1,19,2,53.814061956,-1.60949223002
11215,120553815,430242,433217,1,1,21/12/2012,2220,6,1,4,1,3,2,1,31,9,53.7941687199,-1.54085504774
11216,120554442,424184,433968,1,1,22/12/2012,800,3,2,1,2,1,3,1,34,19,53.8012361795,-1.63276847791
11217,120554538,425886,429879,2,2,22/12/2012,1245,3,5,1,2,1,3,2,21,9,53.7643989616,-1.60726779654
11218,120554538,425886,429879,2,2,22/12/2012,1245,3,5,1,2,1,3,1,54,9,53.7643989616,-1.60726779654
11219,120554976,424514,435624,2,1,22/12/2012,1745,6,2,4,2,1,3,1,18,3,53.8161061968,-1.62762568386
11220,120555117,434140,433881,2,2,22/12/2012,1930,6,2,4,2,1,3,1,42,9,53.7998960141,-1.48160312126
11221,120555117,434140,433881,2,2,22/12/2012,1930,6,2,4,2,2,3,2,47,9,53.7998960141,-1.48160312126
11222,120555690,436914,433618,2,1,22/12/2012,1935,3,1,7,1,1,3,2,67,3,53.797342566,-1.43951513637
11223,120557192,437031,435293,1,1,22/12/2012,415,6,2,4,2,3,3,2,21,8,53.8123901049,-1.43753727879
11224,120557339,427710,431041,2,2,24/12/2012,1410,1,1,1,1,1,3,1,44,9,53.7747501202,-1.5794912116
11225,120557339,427710,431041,2,2,24/12/2012,1410,1,1,1,1,1,3,1,43,9,53.7747501202,-1.5794912116
11226,120557374,431887,435513,2,1,24/12/2012,1950,6,1,7,1,2,3,1,30,9,53.8147085201,-1.51564321482
11227,120557569,420530,440558,1,1,24/12/2012,2230,6,2,4,1,3,2,2,67,9,53.8606296208,-1.6878129408
11228,120559283,435721,428974,2,1,24/12/2012,1308,6,1,1,1,1,3,2,30,9,53.7556825916,-1.45816610658
11229,120559322,423749,435648,1,2,24/12/2012,1045,3,2,1,2,1,3,2,17,9,53.8163574371,-1.63924413106
11230,120559322,423749,435648,1,2,24/12/2012,1045,3,2,1,2,2,3,1,51,9,53.8163574371,-1.63924413106
11231,120560099,427174,435295,2,2,24/12/2012,135,6,1,4,1,1,3,1,25,9,53.8130166658,-1.58724971724
11232,120560099,427174,435295,2,2,24/12/2012,135,6,1,4,1,2,3,2,19,9,53.8130166658,-1.58724971724
11233,130031517,430476,435601,2,1,24/12/2012,2050,3,2,4,1,1,3,1,26,9,53.8155841491,-1.53706650108
11234,120557987,427233,430508,1,2,25/12/2012,1200,6,2,1,1,1,3,1,19,9,53.7699842479,-1.58677669843
11235,120557987,427233,430508,1,2,25/12/2012,1200,6,2,1,1,2,3,2,21,9,53.7699842479,-1.58677669843
11236,120558095,431885,435068,3,1,26/12/2012,42,6,1,7,1,2,3,2,27,9,53.8107086848,-1.51571970392
11237,120558142,430987,433512,1,1,26/12/2012,500,6,1,7,1,3,3,1,21,9,53.7967765548,-1.52951492792
11238,120558590,425027,435114,1,2,26/12/2012,1935,6,1,7,1,1,3,1,18,9,53.8114974708,-1.619874744
11239,120558590,425027,435114,1,2,26/12/2012,1935,6,1,7,1,2,3,1,19,9,53.8114974708,-1.619874744
11240,120559202,419913,441054,2,2,27/12/2012,1100,3,1,1,1,1,3,1,42,9,53.8651120984,-1.69716293769
11241,120559202,419913,441054,2,2,27/12/2012,1100,3,1,1,1,1,3,2,30,9,53.8651120984,-1.69716293769
11242,120559644,430388,433607,1,1,27/12/2012,1138,6,1,1,1,3,3,2,27,9,53.7976658159,-1.53860002671
11243,120560892,432446,434846,1,1,28/12/2012,1625,6,2,4,2,3,3,1,9,9,53.8086784994,-1.50722279199
11244,120561372,432741,433884,1,2,28/12/2012,1148,3,1,1,1,3,3,2,10,9,53.8000129143,-1.5028449383
11245,120561372,432741,433884,1,2,28/12/2012,1148,3,1,1,1,3,2,2,42,9,53.8000129143,-1.5028449383
11246,120562510,430623,433238,1,1,30/12/2012,310,6,1,7,1,3,3,1,43,9,53.7943351984,-1.53506868918
11247,120563061,428046,434303,3,2,30/12/2012,1444,3,1,1,1,1,3,2,34,9,53.8040535224,-1.57409555687
11248,120563061,428046,434303,3,2,30/12/2012,1444,3,1,1,1,1,3,2,32,9,53.8040535224,-1.57409555687
11249,130001630,440429,433559,1,1,30/12/2012,1250,3,2,1,1,3,2,1,53,9,53.7965509644,-1.38615599583
11250,120564262,436966,433615,3,3,31/12/2012,1505,3,1,1,1,1,3,2,58,9,53.797311908,-1.43872599451
11251,120564262,436966,433615,3,3,31/12/2012,1505,3,1,1,1,1,3,2,70,9,53.797311908,-1.43872599451
11252,120564262,436966,433615,3,3,31/12/2012,1505,3,1,1,1,2,3,1,42,9,53.797311908,-1.43872599451
11253,120564293,431973,433594,1,1,31/12/2012,1615,3,2,1,1,2,3,2,81,11,53.7974539657,-1.51453625963
11254,120564333,430186,433934,1,1,31/12/2012,1713,6,2,7,1,3,3,1,33,9,53.8006168885,-1.54163495849
11255,120564495,431894,434920,1,1,31/12/2012,1940,6,2,4,1,3,3,1,13,9,53.8093778092,-1.51559835178
11256,130000038,426294,426829,2,1,31/12/2012,2335,6,1,7,1,1,3,1,32,9,53.7369624829,-1.60133759459
11257,130021591,426983,433434,3,1,15/01/2013,1545,6,1,1,1,1,3,1,42,9,53.7962985065,-1.59031387568
11258,130021629,424366,445442,2,1,15/01/2013,1640,3,4,4,8,2,3,2,78,9,53.9043645195,-1.62909412061
11259,130021704,424481,435632,2,1,13/01/2013,1345,6,2,1,1,1,2,1,34,4,53.8161796621,-1.62812631458
11260,130022047,430284,432421,1,1,15/01/2013,1313,6,1,1,1,3,3,1,47,9,53.7870112443,-1.54029564639
11261,130023385,430374,433485,1,1,16/01/2013,2015,6,1,4,1,2,2,1,65,11,53.7965700093,-1.53882462106
11262,130023395,429794,433923,2,2,16/01/2013,2100,6,2,4,4,1,3,1,30,9,53.8005406125,-1.54758821541
11263,130023395,429794,433923,2,2,16/01/2013,2100,6,2,4,4,1,3,2,32,9,53.8005406125,-1.54758821541
11264,130023631,433157,435244,2,3,16/01/2013,1305,6,1,1,1,1,3,1,26,9,53.8122111336,-1.49638197555
11265,130023631,433157,435244,2,3,16/01/2013,1305,6,1,1,1,1,3,1,70,9,53.8122111336,-1.49638197555
11266,130023631,433157,435244,2,3,16/01/2013,1305,6,1,1,1,2,3,2,60,9,53.8122111336,-1.49638197555
11267,130024157,436252,435822,2,1,16/01/2013,1630,6,1,1,1,1,3,1,39,9,53.8171999557,-1.44930654751
11268,130025429,425888,429880,2,1,18/01/2013,710,3,1,7,1,1,3,1,35,1,53.764407851,-1.60723737023
11269,130025839,434857,428434,1,1,18/01/2013,1250,6,4,1,1,1,3,1,82,9,53.7508872129,-1.47133201757
11270,130026506,430877,433880,1,2,18/01/2013,2100,6,3,4,3,1,3,1,27,9,53.8000909406,-1.53114813505
11271,130026506,430877,433880,1,2,18/01/2013,2100,6,3,4,3,2,3,1,20,9,53.8000909406,-1.53114813505
11272,130028329,434813,427913,1,3,20/01/2013,1,6,4,7,1,1,3,1,25,9,53.7462070386,-1.47205803959
11273,130028329,434813,427913,1,3,20/01/2013,1,6,4,7,1,2,3,2,38,9,53.7462070386,-1.47205803959
11274,130028329,434813,427913,1,3,20/01/2013,1,6,4,7,1,2,3,2,27,9,53.7462070386,-1.47205803959
11275,130028445,424128,444004,2,1,20/01/2013,1044,3,4,1,1,1,3,1,35,1,53.8914499362,-1.63283027627
11276,130029418,431857,437833,1,1,19/01/2013,1350,6,1,1,1,3,3,2,42,9,53.8355640301,-1.51585852391
11277,130029491,426701,429825,1,2,21/01/2013,1151,1,2,1,1,2,3,2,27,9,53.7638724228,-1.59490794439
11278,130029491,426701,429825,1,2,21/01/2013,1151,1,2,1,1,2,3,1,1,9,53.7638724228,-1.59490794439
11279,130029972,420668,440755,3,1,21/01/2013,1539,6,3,1,1,1,3,1,29,9,53.8623949341,-1.68570122355
11280,130030230,426510,433865,2,1,21/01/2013,2125,6,3,7,1,1,3,2,35,9,53.8001969921,-1.59745819527
11281,130031334,418962,446446,1,1,22/01/2013,1615,6,2,1,1,3,3,1,8,9,53.9136151211,-1.71129173278
11282,130031371,431481,435005,7,3,22/01/2013,1430,6,3,1,1,1,3,1,33,9,53.8101670136,-1.52186200182
11283,09G1050,430995,424606,2,1,16/09/2013,1535,1,1,1,9,1,3,1,65,9,53.7167220734,-1.53028752082
11284,0A41585,432227,427060,1,2,04/10/2013,1942,1,1,4,1,1,3,1,56,9,53.7387059289,-1.51136226348
11285,0A41585,432227,427060,1,2,04/10/2013,1942,1,1,4,1,2,3,2,52,9,53.7387059289,-1.51136226348
11286,0AB0817,431911,428150,3,2,11/10/2013,1404,1,1,1,8,1,3,1,39,9,53.74852313,-1.51604081649
11287,0AB0817,431911,428150,3,2,11/10/2013,1404,1,1,1,8,1,2,1,38,9,53.74852313,-1.51604081649
11288,0AB1477,425435,426520,2,1,11/10/2013,1530,1,1,1,1,1,3,2,46,9,53.7342275245,-1.61438660949
11289,0AF0559,429793,432118,3,3,15/10/2013,1215,1,1,1,1,1,3,2,19,9,53.7843159921,-1.54777794788
11290,0AF0559,429793,432118,3,3,15/10/2013,1215,1,1,1,1,1,3,2,19,9,53.7843159921,-1.54777794788
11291,0AF0559,429793,432118,3,3,15/10/2013,1215,1,1,1,1,1,3,1,43,19,53.7843159921,-1.54777794788
11292,0AG0289,429139,431822,3,1,16/10/2013,825,1,1,1,1,1,3,2,61,9,53.7816923413,-1.5577325349
11293,0AJ1683,430015,432122,1,1,19/10/2013,2015,1,2,4,2,2,3,2,23,9,53.7843391924,-1.54440798117
11294,0AM0676,432244,426028,2,3,22/10/2013,1240,1,2,1,8,1,1,1,65,9,53.729428455,-1.51121214111
11295,0AM0676,432244,426028,2,3,22/10/2013,1240,1,2,1,8,2,2,2,67,9,53.729428455,-1.51121214111
11296,0AM0676,432244,426028,2,3,22/10/2013,1240,1,2,1,8,1,3,1,28,19,53.729428455,-1.51121214111
11297,0AP0717,429951,432118,2,1,25/10/2013,745,1,2,1,2,1,3,1,38,5,53.7843069241,-1.54537978005
11298,0AR0889,429185,431932,2,1,27/10/2013,1147,6,2,1,4,1,3,2,27,9,53.7826785287,-1.55702396284
11299,0BB1414,430678,430577,2,1,11/11/2013,1805,1,1,4,1,1,3,2,55,9,53.7704129227,-1.53449849518
11300,0BD0401,424090,428088,3,2,13/11/2013,1018,1,1,1,1,1,3,2,41,9,53.7483860165,-1.63465510666
11301,0BD0401,424090,428088,3,2,13/11/2013,1018,1,1,1,1,1,3,1,30,9,53.7483860165,-1.63465510666
11302,0C61050,430391,424216,3,2,06/12/2013,2126,1,1,1,1,1,3,2,58,9,53.7132519531,-1.53947877769
11303,0C61050,430391,424216,3,2,06/12/2013,2126,1,1,1,1,1,3,1,28,9,53.7132519531,-1.53947877769
11304,0C90374,432294,426168,2,1,09/12/2013,945,1,1,1,1,1,3,2,34,19,53.7306837915,-1.51043960013
11305,0CD1149,430693,424510,2,1,13/12/2013,1700,3,2,4,2,1,3,1,34,9,53.7158769972,-1.53487352098
11306,0CJ0503,434891,425881,4,2,19/12/2013,1135,1,1,1,1,1,3,1,28,9,53.7279367416,-1.4711045748
11307,0CJ0503,434891,425881,4,2,19/12/2013,1135,1,1,1,1,1,3,1,41,9,53.7279367416,-1.4711045748
11308,0CK0961,429848,432292,3,1,20/12/2013,1515,1,2,1,5,1,3,1,59,9,53.7858768836,-1.54692629261
11309,0CL0053,431849,430432,1,1,21/12/2013,15,1,2,4,8,1,2,1,44,9,53.7690392549,-1.5167456401
11310,0CU1531,430547,431510,1,4,30/12/2013,2327,1,2,4,1,1,3,1,38,9,53.7788071308,-1.53639378223
11311,0CU1531,430547,431510,1,4,30/12/2013,2327,1,2,4,1,2,3,1,35,9,53.7788071308,-1.53639378223
11312,0CU1531,430547,431510,1,4,30/12/2013,2327,1,2,4,1,2,2,2,33,9,53.7788071308,-1.53639378223
11313,0CU1531,430547,431510,1,4,30/12/2013,2327,1,2,4,1,2,3,2,30,9,53.7788071308,-1.53639378223
11314,130000155,431914,432891,1,1,01/01/2013,105,6,2,4,1,3,3,1,19,8,53.7911385345,-1.51550488378
11315,130000503,434299,433794,1,2,01/01/2013,938,3,2,1,1,1,2,1,27,9,53.7991035431,-1.47919859412
11316,130000503,434299,433794,1,2,01/01/2013,938,3,2,1,1,2,2,1,28,9,53.7991035431,-1.47919859412
11317,130000846,427131,431591,1,3,01/01/2013,1518,3,1,1,1,2,2,1,26,9,53.7797244592,-1.58822909346
11318,130000846,427131,431591,1,3,01/01/2013,1518,3,1,1,1,2,2,1,17,9,53.7797244592,-1.58822909346
11319,130000846,427131,431591,1,3,01/01/2013,1518,3,1,1,1,2,2,1,27,9,53.7797244592,-1.58822909346
11320,130002193,431940,435674,1,1,02/01/2013,1545,6,1,1,1,3,3,2,28,9,53.8161524418,-1.51482147353
11321,130002211,430894,433377,2,1,02/01/2013,1600,3,2,4,1,2,3,2,20,9,53.7955686093,-1.53094046344
11322,130002813,431827,441776,2,2,03/01/2013,520,3,2,6,2,1,3,1,45,9,53.8710079547,-1.51590559635
11323,130002813,431827,441776,2,2,03/01/2013,520,3,2,6,2,1,3,1,48,9,53.8710079547,-1.51590559635
11324,130003232,435312,435027,1,1,02/01/2013,1414,6,1,1,1,3,2,2,7,9,53.8101187219,-1.46367634885
11325,130003700,431346,435145,2,1,03/01/2013,1700,6,2,4,2,1,3,1,48,1,53.8114335847,-1.52389806341
11326,130003864,432732,430406,3,1,03/01/2013,1702,4,1,7,1,1,3,2,22,9,53.7687507985,-1.50335092327
11327,130004013,435102,433493,2,1,03/01/2013,1928,3,2,4,1,1,3,2,31,9,53.7963444033,-1.46704059547
11328,130004392,427367,431028,2,1,04/01/2013,700,6,1,7,1,1,2,1,27,20,53.7746514071,-1.58469735671
11329,130004690,435001,438398,2,3,04/01/2013,1140,3,2,1,1,1,3,1,79,9,53.8404402666,-1.46801590756
11330,130004690,435001,438398,2,3,04/01/2013,1140,3,2,1,1,1,3,1,49,19,53.8404402666,-1.46801590756
11331,130004690,435001,438398,2,3,04/01/2013,1140,3,2,1,1,2,3,2,81,9,53.8404402666,-1.46801590756
11332,130004706,427192,439170,2,1,04/01/2013,950,6,2,1,1,1,3,1,37,9,53.8478470549,-1.58663352543
11333,130005099,424460,439070,2,1,04/01/2013,1417,6,2,1,1,1,2,1,67,19,53.8470840529,-1.62817170378
11334,130005175,424232,428230,2,1,04/01/2013,1520,3,1,1,1,1,3,1,35,9,53.7496558575,-1.63249046763
11335,130005214,420808,434738,1,1,04/01/2013,1405,6,1,1,1,2,2,2,83,11,53.8083036108,-1.68397971406
11336,130006917,433461,428999,2,1,05/01/2013,1737,6,1,4,1,1,1,1,17,5,53.7560573499,-1.49244267063
11337,130007118,428097,434518,2,1,06/01/2013,125,6,1,7,1,1,3,1,33,9,53.8059833518,-1.57330147591
11338,130007577,420484,434298,3,1,06/01/2013,1230,3,1,1,1,1,3,1,75,9,53.8043613721,-1.68892964375
11339,130007710,440607,432088,4,2,06/01/2013,1345,3,1,1,1,1,2,1,26,5,53.7833150116,-1.38364739923
11340,130007710,440607,432088,4,2,06/01/2013,1345,3,1,1,1,2,3,2,31,5,53.7833150116,-1.38364739923
11341,130007898,429154,429904,2,1,06/01/2013,1730,6,1,4,1,1,3,2,20,2,53.7644510169,-1.55768616045
11342,130008735,431626,434446,1,1,07/01/2013,1021,6,1,1,1,3,3,2,26,9,53.8051335416,-1.51971724111
11343,130008751,420402,434121,2,1,07/01/2013,955,4,2,1,1,1,3,1,34,1,53.8027735646,-1.69018660606
11344,130009333,426898,435691,2,1,07/01/2013,1300,4,1,1,1,1,3,1,20,1,53.8165905658,-1.59140718793
11345,130009691,429969,423861,3,1,07/01/2013,1732,1,1,7,1,1,3,2,26,9,53.7100853138,-1.5459075745
11346,130009692,427024,431642,2,1,07/01/2013,1730,3,1,4,1,1,2,1,38,1,53.7801884541,-1.58984853112
11347,130009714,432808,425995,2,1,07/01/2013,1740,1,1,4,1,1,3,2,33,9,53.7290966507,-1.50266629871
11348,130009868,428381,432522,2,1,07/01/2013,2200,3,1,5,1,1,3,1,23,1,53.7880263661,-1.56917253045
11349,130010135,431321,428469,2,1,08/01/2013,635,6,1,7,1,1,3,1,38,3,53.7514263412,-1.52495601122
11350,130010159,430003,438577,2,1,06/01/2013,1100,6,1,1,1,1,3,1,49,10,53.8423619776,-1.5439607102
11351,130010563,425826,438087,4,1,08/01/2013,840,3,2,1,1,1,3,1,44,9,53.8381819888,-1.60748965129
11352,130010801,433137,433315,2,1,08/01/2013,1250,6,1,1,1,1,3,1,30,3,53.7948732878,-1.49689335617
11353,130010974,430742,435470,1,1,08/01/2013,1500,6,1,1,1,3,2,2,30,8,53.8143909701,-1.53303917093
11354,130011028,423018,437654,2,1,07/01/2013,700,3,1,4,1,1,3,1,37,1,53.8344218579,-1.65019788125
11355,130011110,426946,435422,2,3,08/01/2013,1725,6,1,7,1,1,3,1,45,9,53.8141701044,-1.59070162653
11356,130011110,426946,435422,2,3,08/01/2013,1725,6,1,7,1,2,3,1,9,9,53.8141701044,-1.59070162653
11357,130011110,426946,435422,2,3,08/01/2013,1725,6,1,7,1,2,3,2,7,9,53.8141701044,-1.59070162653
11358,130011249,429694,432311,2,1,08/01/2013,1822,6,1,7,1,1,3,2,23,9,53.786056479,-1.54926200453
11359,130011680,431874,435944,2,1,09/01/2013,645,4,1,7,1,1,3,1,21,1,53.8185834313,-1.51579601906
11360,130011714,422183,428749,2,1,09/01/2013,725,4,2,5,1,1,2,1,52,5,53.7544123565,-1.66352829999
11361,130011841,434559,434440,2,1,09/01/2013,730,3,1,7,1,1,3,1,29,1,53.8048929904,-1.47517839001
11362,130011867,419494,437015,3,2,09/01/2013,810,6,1,1,1,1,3,2,30,9,53.8288221663,-1.70379140589
11363,130011867,419494,437015,3,2,09/01/2013,810,6,1,1,1,1,3,2,56,9,53.8288221663,-1.70379140589
11364,130012290,434960,433393,1,1,09/01/2013,1310,3,1,1,1,3,3,2,72,9,53.7954551017,-1.46920785231
11365,130012331,439471,446163,1,1,09/01/2013,1250,3,1,1,1,1,3,1,49,3,53.9099147823,-1.39907996238
11366,130012588,430496,425026,1,1,09/01/2013,1515,6,1,1,1,3,3,2,55,9,53.7205267898,-1.53780793441
11367,130012756,431884,435154,2,1,09/01/2013,1743,6,1,7,1,1,3,1,41,9,53.8114817719,-1.51572598153
11368,130012828,431983,435510,2,1,09/01/2013,1816,6,1,7,1,1,3,1,35,9,53.8146756574,-1.51418536464
11369,130012900,430266,433985,2,1,09/01/2013,1800,6,1,7,1,1,3,1,52,3,53.8010706646,-1.54041521362
11370,130012940,427034,432971,2,2,09/01/2013,1711,6,1,5,1,2,3,1,19,8,53.7921340502,-1.58958018993
11371,130012940,427034,432971,2,2,09/01/2013,1711,6,1,5,1,2,3,1,20,8,53.7921340502,-1.58958018993
11372,130013133,425321,443091,1,2,09/01/2013,2005,6,2,4,1,1,3,1,18,9,53.8831863834,-1.61475161597
11373,130013133,425321,443091,1,2,09/01/2013,2005,6,2,4,1,2,2,1,18,9,53.8831863834,-1.61475161597
11374,130013282,431869,435685,1,1,09/01/2013,1035,3,1,1,1,3,3,2,16,9,53.8162556742,-1.51589880366
11375,130013285,428947,429853,1,1,08/01/2013,1010,6,1,1,1,3,3,2,75,9,53.7640041332,-1.56083137056
11376,130013323,430235,433212,3,2,10/01/2013,54,6,1,4,1,1,3,1,24,9,53.7941241831,-1.54096181124
11377,130013323,430235,433212,3,2,10/01/2013,54,6,1,4,1,2,3,1,23,9,53.7941241831,-1.54096181124
11378,130013458,431357,431611,1,1,08/01/2013,1230,6,1,1,1,3,3,1,23,9,53.779666834,-1.52409075016
11379,130013524,424857,434439,1,1,10/01/2013,750,6,1,1,1,3,2,2,21,9,53.805438184,-1.62251125793
11380,130013620,427573,434535,2,1,08/01/2013,1035,6,1,1,1,1,3,1,77,9,53.8061642056,-1.58125750694
11381,130014413,428390,429594,1,1,10/01/2013,1805,3,1,4,1,3,3,1,30,9,53.7617066879,-1.56930543961
11382,130014438,439405,432653,2,1,10/01/2013,1825,3,2,4,1,2,3,1,15,9,53.7884859221,-1.40181858707
11383,130014550,431748,435495,1,1,10/01/2013,2111,3,1,4,1,3,3,1,13,11,53.8145552305,-1.51775637022
11384,130014771,425107,433759,2,4,10/01/2013,2310,6,1,4,1,1,3,1,49,9,53.7993137865,-1.61877019452
11385,130014771,425107,433759,2,4,10/01/2013,2310,6,1,4,1,1,3,1,42,9,53.7993137865,-1.61877019452
11386,130014771,425107,433759,2,4,10/01/2013,2310,6,1,4,1,2,3,2,32,9,53.7993137865,-1.61877019452
11387,130014771,425107,433759,2,4,10/01/2013,2310,6,1,4,1,2,3,2,30,9,53.7993137865,-1.61877019452
11388,130014783,430022,435532,2,1,10/01/2013,2110,6,2,4,1,1,2,1,39,3,53.8149903436,-1.54396929728
11389,130015073,426062,439287,2,2,11/01/2013,855,6,1,1,1,1,3,2,36,9,53.8489566776,-1.60380113005
11390,130015073,426062,439287,2,2,11/01/2013,855,6,1,1,1,1,3,1,41,9,53.8489566776,-1.60380113005
11391,130015448,428638,436981,2,1,10/01/2013,1145,4,2,1,1,1,3,1,45,3,53.8280930732,-1.56485648613
11392,130015473,431905,435735,2,2,10/01/2013,2015,3,2,4,1,1,3,1,32,9,53.8167028994,-1.51534678726
11393,130015473,431905,435735,2,2,10/01/2013,2015,3,2,4,1,2,3,1,44,9,53.8167028994,-1.51534678726
11394,130015510,432274,438428,2,1,11/01/2013,930,6,1,1,1,3,3,1,36,9,53.8408865229,-1.5094589877
11395,130016050,426869,427278,2,1,11/01/2013,1740,6,2,4,1,1,2,1,32,2,53.7409691726,-1.59258081038
11396,130016089,427717,435890,3,5,11/01/2013,1700,6,1,4,1,1,3,2,86,9,53.8183363058,-1.57894864126
11397,130016089,427717,435890,3,5,11/01/2013,1700,6,1,4,1,1,3,2,55,9,53.8183363058,-1.57894864126
11398,130016089,427717,435890,3,5,11/01/2013,1700,6,1,4,1,1,3,2,27,9,53.8183363058,-1.57894864126
11399,130016089,427717,435890,3,5,11/01/2013,1700,6,1,4,1,2,3,2,82,9,53.8183363058,-1.57894864126
11400,130016089,427717,435890,3,5,11/01/2013,1700,6,1,4,1,2,3,2,72,9,53.8183363058,-1.57894864126
11401,130016242,430349,432102,2,1,11/01/2013,2045,6,1,7,1,1,3,1,28,9,53.7841400496,-1.53934040684
11402,130016386,424251,434478,2,1,11/01/2013,2152,6,2,4,1,1,3,2,24,9,53.8058173578,-1.63171094169
11403,130016396,426482,440266,1,1,11/01/2013,2100,6,2,6,7,1,3,2,20,9,53.8577353728,-1.59733193141
11404,130016942,435674,434803,2,3,12/01/2013,1020,6,1,1,1,1,3,2,29,9,53.8080805683,-1.45820447431
11405,130016942,435674,434803,2,3,12/01/2013,1020,6,1,1,1,1,3,2,53,9,53.8080805683,-1.45820447431
11406,130016942,435674,434803,2,3,12/01/2013,1020,6,1,1,1,2,3,1,29,9,53.8080805683,-1.45820447431
11407,130016991,425641,438022,2,1,11/01/2013,1740,3,1,4,1,1,3,1,81,9,53.8376068849,-1.61030668267
11408,130017024,434926,434618,1,1,12/01/2013,1310,3,1,1,1,2,3,2,78,11,53.8064684486,-1.46958510316
11409,130017036,426830,438065,2,1,11/01/2013,1810,3,1,4,1,1,3,1,19,3,53.8379333516,-1.59223293387
11410,130017562,429327,440815,1,1,12/01/2013,1725,6,2,4,1,1,2,2,82,9,53.8625172058,-1.55402161225
11411,130017568,426496,433935,2,2,11/01/2013,1639,3,2,4,1,1,3,1,24,9,53.8008269205,-1.59766474984
11412,130017568,426496,433935,2,2,11/01/2013,1639,3,2,4,1,1,3,1,35,9,53.8008269205,-1.59766474984
11413,130017612,427548,438692,2,2,11/01/2013,1610,6,2,1,1,1,3,1,38,9,53.8435316921,-1.58126473273
11414,130017612,427548,438692,2,2,11/01/2013,1610,6,2,1,1,1,3,1,39,9,53.8435316921,-1.58126473273
11415,130017887,431197,431468,2,5,13/01/2013,25,6,2,4,1,1,3,2,20,9,53.778391058,-1.52653346779
11416,130017887,431197,431468,2,5,13/01/2013,25,6,2,4,1,1,3,1,26,9,53.778391058,-1.52653346779
11417,130017887,431197,431468,2,5,13/01/2013,25,6,2,4,1,2,2,1,30,9,53.778391058,-1.52653346779
11418,130017887,431197,431468,2,5,13/01/2013,25,6,2,4,1,2,3,2,21,9,53.778391058,-1.52653346779
11419,130017887,431197,431468,2,5,13/01/2013,25,6,2,4,1,2,3,2,21,9,53.778391058,-1.52653346779
11420,130018198,435722,436933,3,3,13/01/2013,1030,3,1,1,1,1,3,2,37,9,53.8272229488,-1.45722817188
11421,130018198,435722,436933,3,3,13/01/2013,1030,3,1,1,1,2,3,1,11,9,53.8272229488,-1.45722817188
11422,130018198,435722,436933,3,3,13/01/2013,1030,3,1,1,1,2,3,1,42,9,53.8272229488,-1.45722817188
11423,130018328,437018,429229,5,1,13/01/2013,1340,3,1,1,1,1,3,1,33,9,53.7578841617,-1.43846301415
11424,130018640,429080,425470,2,2,13/01/2013,1806,6,2,4,3,1,2,1,19,3,53.7245986948,-1.55922613575
11425,130018640,429080,425470,2,2,13/01/2013,1806,6,2,4,3,3,3,2,41,3,53.7245986948,-1.55922613575
11426,130018682,422992,437678,2,1,13/01/2013,1615,3,2,4,1,1,3,2,26,1,53.8346387401,-1.65059119677
11427,130018709,436361,436312,1,1,13/01/2013,1915,6,1,4,1,3,2,1,64,9,53.8215967392,-1.44759292084
11428,130019031,426060,436363,2,2,14/01/2013,720,6,3,4,1,1,3,1,58,9,53.8226736984,-1.60407951231
11429,130019031,426060,436363,2,2,14/01/2013,720,6,3,4,1,1,3,1,50,10,53.8226736984,-1.60407951231
11430,130019050,430839,433997,2,1,14/01/2013,735,6,2,4,1,1,2,1,35,1,53.8011448737,-1.53171340765
11431,130019175,431007,439223,2,2,14/01/2013,801,3,1,1,1,1,3,2,39,9,53.8481096704,-1.52863545807
11432,130019175,431007,439223,2,2,14/01/2013,801,3,1,1,1,2,3,2,14,9,53.8481096704,-1.52863545807
11433,130019398,430693,432517,2,1,13/01/2013,2015,3,1,7,1,1,3,1,27,9,53.7878502023,-1.53407778131
11434,130019576,429978,436583,2,1,14/01/2013,1150,3,3,1,3,1,3,1,35,1,53.8244400022,-1.54453519472
11435,130019897,431757,437049,1,1,14/01/2013,1515,6,1,1,1,3,3,1,18,9,53.8285230565,-1.51745920401
11436,130020136,427632,431062,3,3,13/01/2013,1645,1,1,1,1,1,3,1,22,9,53.7749430305,-1.58067297204
11437,130020136,427632,431062,3,3,13/01/2013,1645,1,1,1,1,1,3,1,46,9,53.7749430305,-1.58067297204
